id,queue,age_from_ticket_submitted,age_from_ticket_started,days_before_service,fs_scheduler_id,requested_by,queue_status,status,sales_order_number,invoice,service_type,customer,property,location,state,sign_theme,sign_type,comments,start_time,notes,created_date,created_by,vendor_inv_number,vendor_cost,invoice_date,invoice_number,acc_status,platform,billable,request_date,installers,isVendor,total_techs,fullWorkOrderId,dateSubmitted,workOrderTicketId,createdDateWorkOrder,createdByWorkOrder,timeToComplete,full_request_date,endTime,co_number,customer_cancelled,cancellation_comments,cancelled_type,out_of_state,invoice_notes,title,backgroundColor,borderColor,color,property_phone_number,zip_code,compliance_license_notes,createdByUserName,turnover_fsid,group_id,full_address,published,eyeFiAsset,customerAsset,paper_work_location,zone_codes,contractor_codes,fs_calendar_id,active,notice_email_date,request_id,fs_lat,fs_lon
7776,,,,-45,7776,"Erica Franklin",,"Cancelled - NB","SO292006 / SO292014 / SO292016",,Install,AGS,"Resorts World Casino New York City",Jamaica,NY,"see below",3x2,"
Install assistance - New Property |  Resorts World Casino New York City
Address: 110-00 Rockaway Blvd, Jamaica, NY 11420 - google address kept changing above.
We are requesting assistance during week of March 9th through 13th to assistance AGS tech with large project

SO292006
   (1x) C39-00407 CORE 4X2 LINEAR SPECTRA NS49C-27 MODULAR
      Themes: Fiesta De Las C, Fiesta De Los V, Festival Frenzy, Dynasty Frenzy
   (3x) C39-00379 CORE 3X2 LINEAR SPECTRA NS49C-27 MODULAR
      Themes: Purrfect Trio, Fa Cai Trio, Festival Frenzy, Dynasty Frenzy
      Themes: San Shen Zhu, Soda Fountain, Mining Mayhem

SO292016
   (1x) C56-00170-R SIGN LINEAR 3X2 SPECTRA PREMIUM NS49C-27
      Themes: Jackpot, Fun Fun

AGS Techs: Mitchell Greer +1 718 784 6065, James Kutbach +1 267 355 8881, Michael Fears +1 508 810 8366, Jocelyn Story +1 754 260 4272, Chad Walters +1 413 342 6460

Supervisor: Robert Chak +1 724 562 4424 & Chris Legg +1 609 284 2150

-------

Serial #: 
Customer Sign Part #: see below
Sign Manufacture: Eyefi
Customer Product #: 
          ",08:00:00,"TAKE PPES JUST IN CASE
Install assistance - New Property |  Resorts World Casino New York City
Address: 110-00 Rockaway Blvd, Jamaica, NY 11420 - google address kept changing above.
We are requesting assistance during week of March 9th through 13th to assistance AGS tech with large project

SO292006
   (1x) C39-00407 CORE 4X2 LINEAR SPECTRA NS49C-27 MODULAR
      Themes: Fiesta De Las C, Fiesta De Los V, Festival Frenzy, Dynasty Frenzy
   (3x) C39-00379 CORE 3X2 LINEAR SPECTRA NS49C-27 MODULAR
      Themes: Purrfect Trio, Fa Cai Trio, Festival Frenzy, Dynasty Frenzy
      Themes: San Shen Zhu, Soda Fountain, Mining Mayhem

SO292016
   (1x) C56-00170-R SIGN LINEAR 3X2 SPECTRA PREMIUM NS49C-27
      Themes: Jackpot, Fun Fun
","2026-02-27 06:15:12",125,,,,,,"3x2 & 4x2 Linear",Yes,2026-03-10,"No techs assigned",,,,,,,,120,"2026-03-10 08:00:00","2026-03-10 10:00:00",,Eye-Fi,"Did not get licensing info in time. ",,Yes,,"AGS Resorts World Casino New York City (Install)",#DA70D6,#DA70D6,#fff,,11420,,"Adriann Kamakahukilani",,,"Resorts World Casino New York City,110 Old Rockaway Boulevard,Jamaica,NY,11420",1,,,,"Zone 1",,,1,,1125,40.657376,-73.772197
7773,,43,,-45,7773,"Chuck Stutz",,Completed,60257039,6534.97,Removal,IGT,"The Lodge","Black Hawk",CO,"WOF CL","3 x 1","
No Comments

-------

Serial #: Z6296
Customer Sign Part #: VWL-03513-310	
Sign Manufacture: Eye Fi
Customer Product #: 
          ",07:00," VWL-03513-310	","2026-02-25 12:23:14",125,NA,0,3/24/26,2026/I-00651,INVOICED,"DRS Premium Wheel",Yes,2026-03-10,"Dylan Chun, Ulysses Herrera",0,2,7773-5363,"2026-03-12 18:43:12",5363,,,120,"2026-03-10 07:00","2026-03-10 09:00:00",,,,,Yes,,"IGT The Lodge (Removal)",#17B169,#17B169,#fff,,80422,,"Adriann Kamakahukilani",,,"The Lodge,240 East Main Street,Black Hawk,CO,80422",1,143911,Z6296,Accounting,"Zone 5",,,1,,1124,28.708279,-100.504728
7787,,33,,-45,7787,"Hadji Cometa",,Completed,"SVO 8121792",400.00,Relocation,IGT,"Suncoast Hotel & Casino","Las Vegas",NV,MB,"Gambler Single Face","
No Comments

-------

Serial #: 
Customer Sign Part #: N/A
Sign Manufacture: N/A
Customer Product #: 
          ",10:00:00,,"2026-03-10 09:25:54",125,NA,0,3/25/26,2026/I-00667,INVOICED,S3000,Yes,2026-03-10,"Ernesto Perez, Stanley Pacheco",0,2,7787-5365,"2026-03-22 05:26:25",5365,,,120,"2026-03-10 10:00:00","2026-03-10 12:00:00",,,,,No,,"IGT Suncoast Hotel & Casino (Relocation)",#17B169,#17B169,#fff,,89145,,"Adriann Kamakahukilani",,,"Suncoast Hotel & Casino,9090 Alta Drive,Las Vegas,NV,89145",1,122604,Z312,Accounting,Local-1,,,1,,1132,36.168996,-115.290891
7777,,,,-44,7777,"Erica Franklin",,"Cancelled - NB","SO292006 / SO292014 / SO292016",,Install,AGS,"Resorts World Casino New York City",Jamaica,NY,"see below",3x2,"
Install assistance - New Property |  Resorts World Casino New York City
Address: 110-00 Rockaway Blvd, Jamaica, NY 11420 - google address kept changing above.
We are requesting assistance during week of March 9th through 13th to assistance AGS tech with large project

SO292006
   (1x) C39-00407 CORE 4X2 LINEAR SPECTRA NS49C-27 MODULAR
      Themes: Fiesta De Las C, Fiesta De Los V, Festival Frenzy, Dynasty Frenzy
   (3x) C39-00379 CORE 3X2 LINEAR SPECTRA NS49C-27 MODULAR
      Themes: Purrfect Trio, Fa Cai Trio, Festival Frenzy, Dynasty Frenzy
      Themes: San Shen Zhu, Soda Fountain, Mining Mayhem

SO292016
   (1x) C56-00170-R SIGN LINEAR 3X2 SPECTRA PREMIUM NS49C-27
      Themes: Jackpot, Fun Fun

AGS Techs: Mitchell Greer +1 718 784 6065, James Kutbach +1 267 355 8881, Michael Fears +1 508 810 8366, Jocelyn Story +1 754 260 4272, Chad Walters +1 413 342 6460

Supervisor: Robert Chak +1 724 562 4424 & Chris Legg +1 609 284 2150

-------

Serial #: 
Customer Sign Part #: see below
Sign Manufacture: Eyefi
Customer Product #: 
          ",08:00:00,"TAKE PPES JUST IN CASE
Install assistance - New Property |  Resorts World Casino New York City
Address: 110-00 Rockaway Blvd, Jamaica, NY 11420 - google address kept changing above.
We are requesting assistance during week of March 9th through 13th to assistance AGS tech with large project

SO292006
   (1x) C39-00407 CORE 4X2 LINEAR SPECTRA NS49C-27 MODULAR
      Themes: Fiesta De Las C, Fiesta De Los V, Festival Frenzy, Dynasty Frenzy
   (3x) C39-00379 CORE 3X2 LINEAR SPECTRA NS49C-27 MODULAR
      Themes: Purrfect Trio, Fa Cai Trio, Festival Frenzy, Dynasty Frenzy
      Themes: San Shen Zhu, Soda Fountain, Mining Mayhem

SO292016
   (1x) C56-00170-R SIGN LINEAR 3X2 SPECTRA PREMIUM NS49C-27
      Themes: Jackpot, Fun Fun
","2026-02-27 06:16:23",125,,,,,,"3x2 & 4x2 Linear",Yes,2026-03-11,"No techs assigned",,,,,,,,120,"2026-03-11 08:00:00","2026-03-11 10:00:00",,,"Did not get licensing info in time. ",,Yes,,"AGS Resorts World Casino New York City (Install)",#DA70D6,#DA70D6,#fff,,11420,,"Adriann Kamakahukilani",,,"Resorts World Casino New York City,110 Old Rockaway Boulevard,Jamaica,NY,11420",1,,,,"Zone 1",,,1,,1125,40.657376,-73.772197
7780,,43,,-44,7780,"Brittney Kemerley",,Completed,SORT208944,4535.43,Removal,AGS,"Muckleshoot Casino",Auburn,WA,NA,360,"
No Comments

-------

Serial #: 
Customer Sign Part #: C39-00048
Sign Manufacture: EYEFI
Customer Product #: C39-00048
          ",08:00:00,"Customer Sign Part #: C39-00048","2026-02-27 09:20:34",125,NA,0,3/26/26,2026/I-00674,INVOICED,CURVE,Yes,2026-03-11,"Dylan Chun, Ulysses Herrera",0,2,7780-5364,"2026-03-12 18:44:48",5364,,,120,"2026-03-11 08:00:00","2026-03-11 10:00:00",,,,,Yes,,"AGS Muckleshoot Casino (Removal)",#17B169,#17B169,#fff,,98002,,"Adriann Kamakahukilani",,,"Muckleshoot Casino,2402 Auburn Way South,Auburn,WA,98002",1,131903,EF0825211040,Accounting,"Zone 8",,,1,,1126,47.290673,-122.194894
7778,,,,-43,7778,"Erica Franklin",,"Cancelled - NB","SO292006 / SO292014 / SO292016",,Install,AGS,"Resorts World Casino New York City",Jamaica,NY,"see below",3x2,"
Install assistance - New Property |  Resorts World Casino New York City
Address: 110-00 Rockaway Blvd, Jamaica, NY 11420 - google address kept changing above.
We are requesting assistance during week of March 9th through 13th to assistance AGS tech with large project

SO292006
   (1x) C39-00407 CORE 4X2 LINEAR SPECTRA NS49C-27 MODULAR
      Themes: Fiesta De Las C, Fiesta De Los V, Festival Frenzy, Dynasty Frenzy
   (3x) C39-00379 CORE 3X2 LINEAR SPECTRA NS49C-27 MODULAR
      Themes: Purrfect Trio, Fa Cai Trio, Festival Frenzy, Dynasty Frenzy
      Themes: San Shen Zhu, Soda Fountain, Mining Mayhem

SO292016
   (1x) C56-00170-R SIGN LINEAR 3X2 SPECTRA PREMIUM NS49C-27
      Themes: Jackpot, Fun Fun

AGS Techs: Mitchell Greer +1 718 784 6065, James Kutbach +1 267 355 8881, Michael Fears +1 508 810 8366, Jocelyn Story +1 754 260 4272, Chad Walters +1 413 342 6460

Supervisor: Robert Chak +1 724 562 4424 & Chris Legg +1 609 284 2150

-------

Serial #: 
Customer Sign Part #: see below
Sign Manufacture: Eyefi
Customer Product #: 
          ",08:00:00,"TAKE PPES JUST IN CASE
Install assistance - New Property |  Resorts World Casino New York City
Address: 110-00 Rockaway Blvd, Jamaica, NY 11420 - google address kept changing above.
We are requesting assistance during week of March 9th through 13th to assistance AGS tech with large project

SO292006
   (1x) C39-00407 CORE 4X2 LINEAR SPECTRA NS49C-27 MODULAR
      Themes: Fiesta De Las C, Fiesta De Los V, Festival Frenzy, Dynasty Frenzy
   (3x) C39-00379 CORE 3X2 LINEAR SPECTRA NS49C-27 MODULAR
      Themes: Purrfect Trio, Fa Cai Trio, Festival Frenzy, Dynasty Frenzy
      Themes: San Shen Zhu, Soda Fountain, Mining Mayhem

SO292016
   (1x) C56-00170-R SIGN LINEAR 3X2 SPECTRA PREMIUM NS49C-27
      Themes: Jackpot, Fun Fun
","2026-02-27 06:16:44",125,,,,,,"3x2 & 4x2 Linear",Yes,2026-03-12,"No techs assigned",,,,,,,,120,"2026-03-12 08:00:00","2026-03-12 10:00:00",,,"Did not get licensing info in time. ",,Yes,,"AGS Resorts World Casino New York City (Install)",#DA70D6,#DA70D6,#fff,,11420,,"Adriann Kamakahukilani",,,"Resorts World Casino New York City,110 Old Rockaway Boulevard,Jamaica,NY,11420",1,,,,"Zone 1",,,1,,1125,40.657376,-73.772197
7779,,,,-42,7779,"Erica Franklin",,"Cancelled - NB","SO292006 / SO292014 / SO292016",,Install,AGS,"Resorts World Casino New York City",Jamaica,NY,"see below",3x2,"
Install assistance - New Property |  Resorts World Casino New York City
Address: 110-00 Rockaway Blvd, Jamaica, NY 11420 - google address kept changing above.
We are requesting assistance during week of March 9th through 13th to assistance AGS tech with large project

SO292006
   (1x) C39-00407 CORE 4X2 LINEAR SPECTRA NS49C-27 MODULAR
      Themes: Fiesta De Las C, Fiesta De Los V, Festival Frenzy, Dynasty Frenzy
   (3x) C39-00379 CORE 3X2 LINEAR SPECTRA NS49C-27 MODULAR
      Themes: Purrfect Trio, Fa Cai Trio, Festival Frenzy, Dynasty Frenzy
      Themes: San Shen Zhu, Soda Fountain, Mining Mayhem

SO292016
   (1x) C56-00170-R SIGN LINEAR 3X2 SPECTRA PREMIUM NS49C-27
      Themes: Jackpot, Fun Fun

AGS Techs: Mitchell Greer +1 718 784 6065, James Kutbach +1 267 355 8881, Michael Fears +1 508 810 8366, Jocelyn Story +1 754 260 4272, Chad Walters +1 413 342 6460

Supervisor: Robert Chak +1 724 562 4424 & Chris Legg +1 609 284 2150

-------

Serial #: 
Customer Sign Part #: see below
Sign Manufacture: Eyefi
Customer Product #: 
          ",08:00:00,"TAKE PPES JUST IN CASE
Install assistance - New Property |  Resorts World Casino New York City
Address: 110-00 Rockaway Blvd, Jamaica, NY 11420 - google address kept changing above.
We are requesting assistance during week of March 9th through 13th to assistance AGS tech with large project

SO292006
   (1x) C39-00407 CORE 4X2 LINEAR SPECTRA NS49C-27 MODULAR
      Themes: Fiesta De Las C, Fiesta De Los V, Festival Frenzy, Dynasty Frenzy
   (3x) C39-00379 CORE 3X2 LINEAR SPECTRA NS49C-27 MODULAR
      Themes: Purrfect Trio, Fa Cai Trio, Festival Frenzy, Dynasty Frenzy
      Themes: San Shen Zhu, Soda Fountain, Mining Mayhem

SO292016
   (1x) C56-00170-R SIGN LINEAR 3X2 SPECTRA PREMIUM NS49C-27
      Themes: Jackpot, Fun Fun
","2026-02-27 06:16:52",125,,,,,,"3x2 & 4x2 Linear",Yes,2026-03-13,"No techs assigned",,,,,,,,120,"2026-03-13 08:00:00","2026-03-13 10:00:00",,,"Did not get licensing info in time. ",,Yes,,"AGS Resorts World Casino New York City (Install)",#DA70D6,#DA70D6,#fff,,11420,,"Adriann Kamakahukilani",,,"Resorts World Casino New York City,110 Old Rockaway Boulevard,Jamaica,NY,11420",1,,,,"Zone 1",,,1,,1125,40.657376,-73.772197
7788,,,,-42,7788,"Nani Olivares",,Completed,PO095436,425.00,Install,ATI,"Jokers Wild Casino","Las Vegas",NV,,,,06:00,"Aldo to assist","2026-03-10 13:21:55",125,NA,0,3/24/26,,INVOICED,"6 POD Baron",Yes,2026-03-13,"Adrian Walker, Proto tech 1 .",0,2,7788-5366,,5366,,,120,"2026-03-13 06:00","2026-03-13 08:00:00",,,,,No,,"ATI Jokers Wild Casino (Install)",#17B169,#17B169,#fff,,89011,,"Adriann Kamakahukilani",,,"Jokers Wild Casino,920 N Boulder Highway,Las Vegas,NV,89011",1,,,Accounting,Local-1,,,1,,,,
7782,,38,,-39,7782,"Steve Varga",,Completed,8133494,850.00,Relocation,IGT,"Park MGM","Las Vegas",NV,"WOF Cash Link & Prosperity Link","4x1 & 2x1","
No Comments

-------

Serial #: 
Customer Sign Part #: SGN-DRS WHEEL-4X1 WOF BANK,FI,    SIGN-SF LED MDL, 2X1,SRLZD,PK49,EYEFI
Sign Manufacture: Fi
Customer Product #: 
          ",04:00:00,"SGN-DRS WHEEL-4X1 WOF BANK,FI,    SIGN-SF LED MDL, 2X1,SRLZD,PK49,EYEFI","2026-03-04 14:54:49",125,NA,0,3/25/26,2026/I-00668,INVOICED,"4 Diamond-RS, 2 Slant-49",Yes,2026-03-16,"Ernesto Perez, Ulysses Herrera",0,2,7782-5367,"2026-03-17 09:04:51",5367,,,120,"2026-03-16 04:00:00","2026-03-16 06:00:00",,,,,No,,"IGT Park MGM (Relocation)",#17B169,#17B169,#fff,,89109,,"Adriann Kamakahukilani",,,"Park MGM,3770 Las Vegas Boulevard South,Las Vegas,NV,89109",1,"127653,129849,146247",",Z1872,Z7552",Accounting,Local-1,,,1,,1128,36.104697,-115.17481
7793,,,,-39,7793,"Nani Olivares",,Completed,PO095436,425.00,Install,ATI,"Jokers Wild Casino","Las Vegas",NV,,,,06:00,"Aldo will assist.","2026-03-13 12:20:53",494,NA,0,3/24/26,2026/I-00652,INVOICED,"6 POD Baron ",No,2026-03-16,"Adrian Walker, Proto tech 1 .",0,2,7793-5368,,5368,,,120,"2026-03-16 06:00","2026-03-16 08:00:00",,,,,No,,"ATI Jokers Wild Casino (Install)",#17B169,#17B169,#fff,,89011,,"Juvenal Torres",,,"Jokers Wild Casino,920 N Boulder Highway,Las Vegas,NV,89011",1,148381,,Accounting,Local-1,,,1,,,,
